Date,EcoliAve_CFU,Lake_Temp_C,Lake_Turb_NTRU,WaveHt_Ft,LL_PreDay,AirportRain48W_in
6/21/2018,463,21,26.3,0.5,0.08,0.23
6/22/2018,833,20.1,218.5,3,0.02,0.09
6/23/2018,365,17.4,18.6,1,0,0.48
6/24/2018,11,20.4,4,0.3,-0.13,0.57
6/25/2018,29,21,18.6,1.8,0.13,0.21
6/26/2018,40,20.8,19.1,0.7,-0.03,0.02
6/27/2018,267,21.3,15.7,0.3,-0.07,0.16
6/28/2018,102,21.4,18.8,1.5,-0.01,0.42
6/29/2018,19,23,8.3,0.1,0.06,0.17
6/30/2018,17,23.9,9.4,0.1,-0.05,0
7/1/2018,8,24.3,9.8,0.1,-0.12,0
7/2/2018,74,24.4,9.6,0.1,0.01,0
7/3/2018,246,25.4,9.4,0.3,0.14,0.02
7/4/2018,255,25,15.4,0.4,-0.06,2.51
7/5/2018,40,23.4,7.3,0,-0.1,1.25
7/6/2018,383,25.2,56.5,4,0.28,2.7
7/7/2018,475,23.7,109,3.3,-0.21,1.35
7/8/2018,49,23.6,19.5,0.3,-0.05,0
7/9/2018,20,24.5,12,0.1,0.04,0
7/10/2018,35,25,9.7,0.5,0,0
7/11/2018,106,24.5,59.4,1.7,0.08,0
7/12/2018,15,23.9,8.5,0.3,-0.13,0
7/13/2018,18,24.6,9.1,0.1,-0.11,0
7/14/2018,8,24.7,5.2,0,-0.03,0
7/15/2018,8,25.5,3.8,0.1,-0.02,0
7/16/2018,18,25,6.2,0.1,0,0
7/17/2018,1337,24.5,18.9,1.5,0.08,1.62
7/18/2018,278,24.6,27.1,2.3,-0.04,0.81
7/19/2018,54,24.1,6.2,0,-0.07,0
7/20/2018,25,24.8,13,0.3,-0.27,0
7/21/2018,18,24.6,9.4,0.2,0.15,0.08
7/22/2018,381,25.7,19.9,0.1,0.42,0.16
7/23/2018,21,25.3,7.7,0.4,-0.33,0.12
7/24/2018,37,23,8.8,0.3,0.04,2.27
7/25/2018,13,24.2,2.8,0.3,-0.04,1.14
7/26/2018,23,24.1,5.7,0.3,0.03,0.01
7/27/2018,75,23.6,7.8,0.6,-0.25,1.84
7/28/2018,173,23.5,24.6,1.5,0.34,0.96
7/29/2018,6,23.6,3.2,0.1,-0.13,0.02
7/30/2018,8,24.3,2.3,0,-0.07,0
7/31/2018,110,23.6,4.9,0.3,0.04,0
8/1/2018,44,23.9,4.1,0.5,-0.23,0.2
8/2/2018,10,23.6,2,0.2,0.1,0.1
8/3/2018,11,24,2.4,0,-0.06,0
8/4/2018,77,24,2.2,0.1,0.08,0
8/5/2018,101,24.5,2.7,0,-0.12,0
8/6/2018,41,25,2.1,0.1,0.05,0
8/7/2018,238,24.2,4.7,0.3,-0.25,4.32
8/8/2018,74,24.8,3,0.4,0.26,3.95
8/9/2018,51,25,2.8,0.3,0.15,0.5
8/10/2018,499,25.6,7.5,0.7,-0.05,0
8/11/2018,156,24.7,16.6,1.5,-0.03,0
8/12/2018,382,24.7,25.4,2,-0.01,0
8/13/2018,187,25,12.9,1,0.04,0
8/14/2018,42,25,6.2,0.8,-0.12,0
8/15/2018,11,25,3.2,0.4,0.01,0
8/16/2018,11,25.7,2.5,0.2,0.09,0
8/17/2018,24,25,3.8,0.3,-0.19,0.04
8/18/2018,984,24.7,16.1,1,0.24,0.3
8/19/2018,194,24.8,29,0.8,-0.24,0.14
8/20/2018,16,24.4,5.9,0.3,0.1,0
8/21/2018,113,24.4,15.4,0.2,-0.2,1.44
8/22/2018,145,23.3,31.5,2.3,0.36,1.48
8/23/2018,71,22.3,16.6,1,-0.25,0.4
8/24/2018,14,22.4,3.1,0.1,-0.01,0.01
8/25/2018,21,23,2.1,0,-0.35,0
8/26/2018,30,23.1,3.4,0.3,0.17,0.28
8/27/2018,33,24.1,1.8,0.2,0.1,0.14
8/28/2018,28,24.1,2.1,0.3,-0.16,0
8/29/2018,18,24.4,1.6,0.3,-0.14,0
8/30/2018,1300,24,25.6,3.5,0.48,0.38
8/31/2018,86,23.6,7.9,0.7,-0.24,0.19
9/1/2018,38,24,5.6,0.2,-0.03,0
9/2/2018,25,24.1,3.1,0.2,-0.06,0.3
9/3/2018,9,24.6,2.7,0.1,0.11,0.15
